delivery_id,order_number,delivery_date,vehicle_id,driver_id,customer_id,depot_id,distance_km,weight_kg,planned_departure,actual_departure,planned_arrival,actual_arrival,completion_time,loading_time_minutes,travel_time_minutes,parking_time_minutes,service_time_minutes,is_late,late_minutes,status,priority,cost_thb,traffic_level,weather,day_of_week,hour_of_day
DEL_001863,ORD_001863,2025-09-01,VEH_015,DRV_033,CUST_0343,DEPOT_002,14.37,2407,2025-09-01 07:24:00,2025-09-01 07:14:00,2025-09-01 08:07:00,2025-09-01 09:18:01.827052,2025-09-01 09:36:01.827052,42,81.0,8,10,False,0,cancelled,urgent,258.58,1.88,clear,Monday,7
DEL_001864,ORD_001864,2025-11-03,VEH_015,DRV_037,CUST_0444,DEPOT_002,17.09,2285,2025-11-03 09:59:00,2025-11-03 10:17:00,2025-11-03 10:50:00,2025-11-03 11:27:27.911553,2025-11-03 12:08:27.911553,34,55.5,10,31,False,0,delivered,high,307.69,1.08,clear,Monday,9
DEL_001865,ORD_001865,2025-12-02,VEH_011,DRV_072,CUST_0318,DEPOT_003,19.98,765,2025-12-02 08:46:00,2025-12-02 08:50:00,2025-12-02 09:45:00,2025-12-02 10:49:06.000062,2025-12-02 11:12:06.000062,16,105.1,6,17,False,0,delivered,urgent,159.82,1.75,cloudy,Tuesday,8
DEL_001866,ORD_001866,2025-07-29,VEH_021,DRV_028,CUST_0416,DEPOT_001,4.81,657,2025-07-29 08:24:00,2025-07-29 08:16:00,2025-07-29 08:38:00,2025-07-29 09:13:51.550652,2025-07-29 09:33:51.550652,21,24.9,2,18,False,0,delivered,normal,38.44,1.72,rain,Tuesday,8
DEL_001867,ORD_001867,2026-01-12,VEH_026,DRV_021,CUST_0018,DEPOT_002,19.18,1821,2026-01-12 06:15:00,2026-01-12 06:10:00,2026-01-12 07:12:00,2026-01-12 07:53:38.773786,2026-01-12 08:05:38.773786,33,65.6,8,4,False,0,delivered,high,345.32,1.14,cloudy,Monday,6
DEL_001868,ORD_001868,2025-07-10,VEH_037,DRV_015,CUST_0330,DEPOT_003,20.67,383,2025-07-10 07:40:00,2025-07-10 07:48:00,2025-07-10 08:42:00,2025-07-10 09:53:27.435282,2025-07-10 10:03:27.435282,26,115.5,4,6,False,0,delivered,urgent,165.34,1.86,rain,Thursday,7
DEL_001869,ORD_001869,2025-10-21,VEH_029,DRV_018,CUST_0036,DEPOT_005,16.6,1372,2025-10-21 06:49:00,2025-10-21 06:40:00,2025-10-21 07:38:00,2025-10-21 08:37:07.773838,2025-10-21 09:03:07.773838,50,66.1,9,17,False,0,delivered,normal,199.17,1.33,cloudy,Tuesday,6
DEL_001870,ORD_001870,2025-11-10,VEH_017,DRV_070,CUST_0108,DEPOT_005,20.0,466,2025-11-10 09:55:00,2025-11-10 10:12:00,2025-11-10 10:54:00,2025-11-10 12:21:29.839020,2025-11-10 12:28:29.839020,45,104.5,4,3,False,0,delivered,high,159.99,1.74,rain,Monday,9
DEL_001871,ORD_001871,2025-10-21,VEH_039,DRV_080,CUST_0024,DEPOT_001,21.51,1379,2025-10-21 09:08:00,2025-10-21 09:08:00,2025-10-21 10:12:00,2025-10-21 11:35:54.039928,2025-10-21 12:02:54.039928,31,122.9,9,18,False,0,delivered,high,258.13,1.9,clear,Tuesday,9
DEL_001873,ORD_001873,2025-11-21,VEH_013,DRV_036,CUST_0369,DEPOT_002,23.65,667,2025-11-21 07:19:00,2025-11-21 07:11:00,2025-11-21 08:29:00,2025-11-21 10:04:45.800060,2025-11-21 10:13:45.800060,39,132.8,5,4,False,0,delivered,high,283.78,1.87,cloudy,Friday,7
DEL_001875,ORD_001875,2026-01-18,VEH_015,DRV_085,CUST_0272,DEPOT_002,21.52,2497,2026-01-18 07:13:00,2026-01-18 07:09:00,2026-01-18 08:17:00,2026-01-18 09:19:11.904144,2026-01-18 09:38:11.904144,30,93.2,6,13,False,0,delivered,normal,387.3,1.44,cloudy,Sunday,7
DEL_001876,ORD_001876,2025-09-23,VEH_003,DRV_083,CUST_0369,DEPOT_004,28.32,1525,2025-09-23 07:33:00,2025-09-23 07:31:00,2025-09-23 08:57:00,2025-09-23 10:06:42.096821,2025-09-23 10:23:42.096821,25,137.7,4,13,False,0,failed,high,339.79,1.62,rain,Tuesday,7
DEL_001877,ORD_001877,2025-07-17,VEH_007,DRV_043,CUST_0085,DEPOT_004,10.39,412,2025-07-17 07:56:00,2025-07-17 08:15:00,2025-07-17 08:27:00,2025-07-17 08:54:38.163776,2025-07-17 09:12:38.163776,16,42.6,4,14,False,0,delivered,normal,124.66,1.37,rain,Thursday,7
DEL_001878,ORD_001878,2025-08-01,VEH_046,DRV_080,CUST_0329,DEPOT_001,21.57,355,2025-08-01 09:28:00,2025-08-01 09:37:00,2025-08-01 10:32:00,2025-08-01 11:58:01.766889,2025-08-01 12:12:01.766889,29,125.0,8,6,False,0,delivered,urgent,172.58,1.93,rain,Friday,9
DEL_001880,ORD_001880,2025-08-26,VEH_003,DRV_043,CUST_0011,DEPOT_004,13.73,1529,2025-08-26 06:10:00,2025-08-26 06:14:00,2025-08-26 06:51:00,2025-08-26 07:12:19.520325,2025-08-26 07:32:19.520325,12,46.3,6,14,False,0,delivered,normal,164.79,1.12,cloudy,Tuesday,6
DEL_001881,ORD_001881,2025-12-04,VEH_009,DRV_053,CUST_0337,DEPOT_005,9.54,667,2025-12-04 08:09:00,2025-12-04 08:19:00,2025-12-04 08:37:00,2025-12-04 09:46:34.989371,2025-12-04 10:05:34.989371,44,55.6,9,10,False,0,delivered,urgent,76.35,1.94,clear,Thursday,8
DEL_001882,ORD_001882,2026-01-13,VEH_049,DRV_099,CUST_0438,DEPOT_004,29.34,417,2026-01-13 08:05:00,2026-01-13 08:10:00,2026-01-13 09:33:00,2026-01-13 10:13:01.047099,2026-01-13 10:39:01.047099,23,112.0,6,20,False,0,delivered,urgent,234.71,1.27,cloudy,Tuesday,8
DEL_001883,ORD_001883,2025-11-22,VEH_043,DRV_060,CUST_0064,DEPOT_001,12.1,318,2025-11-22 06:46:00,2025-11-22 06:37:00,2025-11-22 07:22:00,2025-11-22 07:51:40.461826,2025-11-22 07:58:40.461826,23,40.7,1,6,False,0,delivered,normal,96.82,1.12,cloudy,Saturday,6
DEL_001884,ORD_001884,2025-12-12,VEH_013,DRV_091,CUST_0411,DEPOT_002,8.75,759,2025-12-12 08:54:00,2025-12-12 08:44:00,2025-12-12 09:20:00,2025-12-12 10:10:41.639416,2025-12-12 10:31:41.639416,28,43.7,14,7,False,0,delivered,high,104.97,1.67,rain,Friday,8
DEL_001887,ORD_001887,2025-08-31,VEH_025,DRV_030,CUST_0404,DEPOT_004,14.34,193,2025-08-31 07:25:00,2025-08-31 07:39:00,2025-08-31 08:08:00,2025-08-31 08:55:33.406437,2025-08-31 09:03:33.406437,22,74.6,0,8,False,0,delivered,normal,114.74,1.73,cloudy,Sunday,7
DEL_001888,ORD_001888,2026-01-21,VEH_038,DRV_004,CUST_0471,DEPOT_002,12.87,960,2026-01-21 08:14:00,2026-01-21 08:04:00,2026-01-21 08:52:00,2026-01-21 09:48:02.070032,2026-01-21 10:13:02.070032,39,61.0,13,12,False,0,delivered,urgent,154.42,1.58,rain,Wednesday,8
DEL_001889,ORD_001889,2025-09-23,VEH_050,DRV_038,CUST_0392,DEPOT_002,13.47,87,2025-09-23 08:28:00,2025-09-23 08:39:00,2025-09-23 09:08:00,2025-09-23 09:57:14.033135,2025-09-23 10:18:14.033135,35,56.2,11,10,False,0,delivered,high,107.74,1.39,clear,Tuesday,8
DEL_001890,ORD_001890,2025-09-22,VEH_020,DRV_051,CUST_0091,DEPOT_005,11.62,270,2025-09-22 09:10:00,2025-09-22 09:04:00,2025-09-22 09:44:00,2025-09-22 10:59:47.814176,2025-09-22 11:28:47.814176,42,67.8,8,21,False,0,delivered,high,92.96,1.94,clear,Monday,9
DEL_001891,ORD_001891,2025-10-13,VEH_042,DRV_006,CUST_0141,DEPOT_004,12.67,418,2025-10-13 07:08:00,2025-10-13 07:18:00,2025-10-13 07:46:00,2025-10-13 08:05:35.284177,2025-10-13 08:35:35.284177,20,41.6,13,17,False,0,delivered,urgent,101.4,1.09,rain,Monday,7
DEL_001892,ORD_001892,2025-12-08,VEH_015,DRV_091,CUST_0431,DEPOT_002,17.65,1934,2025-12-08 07:54:00,2025-12-08 07:54:00,2025-12-08 08:46:00,2025-12-08 10:05:05.999104,2025-12-08 10:23:05.999104,31,98.1,6,12,False,0,delivered,urgent,317.69,1.85,rain,Monday,7
DEL_001894,ORD_001894,2025-08-04,VEH_004,DRV_097,CUST_0252,DEPOT_003,15.94,791,2025-08-04 07:02:00,2025-08-04 06:59:00,2025-08-04 07:49:00,2025-08-04 08:13:31.083255,2025-08-04 08:39:31.083255,24,53.5,2,24,False,0,cancelled,urgent,398.56,1.12,cloudy,Monday,7
DEL_001896,ORD_001896,2025-12-08,VEH_008,DRV_036,CUST_0223,DEPOT_002,22.36,4089,2025-12-08 06:56:00,2025-12-08 06:58:00,2025-12-08 08:03:00,2025-12-08 09:05:26.417906,2025-12-08 09:07:26.417906,39,96.4,2,0,False,0,delivered,high,559.01,1.44,clear,Monday,6
DEL_001897,ORD_001897,2025-09-01,VEH_012,DRV_022,CUST_0020,DEPOT_002,19.17,1797,2025-09-01 06:07:00,2025-09-01 06:18:00,2025-09-01 07:04:00,2025-09-01 07:45:03.316456,2025-09-01 07:54:03.316456,33,65.1,3,6,False,0,delivered,high,479.37,1.13,rain,Monday,6
DEL_001898,ORD_001898,2025-08-07,VEH_031,DRV_040,CUST_0414,DEPOT_003,16.39,1023,2025-08-07 08:52:00,2025-08-07 08:44:00,2025-08-07 09:41:00,2025-08-07 10:45:30.099995,2025-08-07 11:05:30.099995,27,95.5,3,17,False,0,delivered,high,294.97,1.94,cloudy,Thursday,8
DEL_001899,ORD_001899,2026-01-15,VEH_036,DRV_045,CUST_0250,DEPOT_003,12.98,267,2026-01-15 09:00:00,2026-01-15 08:54:00,2026-01-15 09:38:00,2026-01-15 10:12:57.441646,2026-01-15 10:43:57.441646,23,55.0,13,18,False,0,cancelled,urgent,103.87,1.41,cloudy,Thursday,9
DEL_001900,ORD_001900,2026-01-18,VEH_044,DRV_065,CUST_0287,DEPOT_001,20.09,683,2026-01-18 06:01:00,2026-01-18 06:02:00,2026-01-18 07:01:00,2026-01-18 07:29:34.196491,2026-01-18 07:50:34.196491,25,63.6,7,14,False,0,delivered,normal,160.71,1.05,clear,Sunday,6
DEL_001901,ORD_001901,2025-08-12,VEH_020,DRV_050,CUST_0430,DEPOT_005,11.5,255,2025-08-12 07:52:00,2025-08-12 08:03:00,2025-08-12 08:26:00,2025-08-12 09:10:28.070690,2025-08-12 09:24:28.070690,38,36.5,4,10,False,0,delivered,urgent,92.0,1.06,cloudy,Tuesday,7
DEL_001902,ORD_001902,2026-01-09,VEH_007,DRV_006,CUST_0374,DEPOT_004,14.02,650,2026-01-09 06:53:00,2026-01-09 07:08:00,2026-01-09 07:35:00,2026-01-09 07:55:07.233732,2026-01-09 08:08:07.233732,22,46.1,4,9,False,0,delivered,urgent,168.28,1.1,clear,Friday,6
DEL_001903,ORD_001903,2025-11-19,VEH_029,DRV_070,CUST_0279,DEPOT_005,4.53,721,2025-11-19 09:30:00,2025-11-19 09:48:00,2025-11-19 09:43:00,2025-11-19 10:35:22.589857,2025-11-19 10:53:22.589857,40,23.4,4,14,False,0,cancelled,normal,54.31,1.72,cloudy,Wednesday,9
DEL_001904,ORD_001904,2025-11-01,VEH_002,DRV_010,CUST_0344,DEPOT_003,19.78,78,2025-11-01 07:05:00,2025-11-01 07:15:00,2025-11-01 08:04:00,2025-11-01 08:50:08.794374,2025-11-01 09:17:08.794374,18,87.1,12,15,False,0,delivered,urgent,237.36,1.47,rain,Saturday,7
DEL_001905,ORD_001905,2025-09-30,VEH_034,DRV_017,CUST_0107,DEPOT_001,7.45,226,2025-09-30 09:40:00,2025-09-30 09:51:00,2025-09-30 10:02:00,2025-09-30 10:34:40.046017,2025-09-30 10:59:40.046017,28,29.7,7,18,False,0,delivered,high,59.57,1.33,cloudy,Tuesday,9
DEL_001906,ORD_001906,2025-07-19,VEH_041,DRV_055,CUST_0162,DEPOT_003,12.47,621,2025-07-19 08:39:00,2025-07-19 08:54:00,2025-07-19 09:16:00,2025-07-19 10:05:35.168535,2025-07-19 10:29:35.168535,22,68.6,7,17,False,0,delivered,urgent,99.78,1.83,cloudy,Saturday,8
DEL_001907,ORD_001907,2025-12-23,VEH_024,DRV_085,CUST_0446,DEPOT_002,10.71,3953,2025-12-23 07:54:00,2025-12-23 07:48:00,2025-12-23 08:26:00,2025-12-23 09:18:39.626010,2025-12-23 09:42:39.626010,30,51.7,12,12,False,0,delivered,high,192.86,1.61,cloudy,Tuesday,7
DEL_001908,ORD_001908,2026-01-06,VEH_010,DRV_035,CUST_0090,DEPOT_004,6.39,292,2026-01-06 07:29:00,2026-01-06 07:21:00,2026-01-06 07:48:00,2026-01-06 08:12:12.000146,2026-01-06 08:29:12.000146,25,27.2,2,15,False,0,delivered,urgent,51.12,1.42,cloudy,Tuesday,7
DEL_001909,ORD_001909,2025-07-07,VEH_016,DRV_043,CUST_0434,DEPOT_004,6.14,2564,2025-07-07 06:06:00,2025-07-07 06:02:00,2025-07-07 06:24:00,2025-07-07 06:40:42.567661,2025-07-07 07:13:42.567661,24,18.7,5,28,False,0,delivered,normal,110.45,1.02,cloudy,Monday,6
DEL_001910,ORD_001910,2025-07-03,VEH_008,DRV_046,CUST_0382,DEPOT_002,12.59,842,2025-07-03 08:21:00,2025-07-03 08:33:00,2025-07-03 08:58:00,2025-07-03 09:42:33.316855,2025-07-03 10:01:33.316855,36,48.6,10,9,False,0,delivered,normal,314.72,1.29,rain,Thursday,8
DEL_001911,ORD_001911,2025-10-14,VEH_017,DRV_024,CUST_0003,DEPOT_005,19.56,602,2025-10-14 07:01:00,2025-10-14 07:07:00,2025-10-14 07:59:00,2025-10-14 09:16:19.464185,2025-10-14 09:32:19.464185,40,93.3,2,14,False,0,delivered,high,156.49,1.59,clear,Tuesday,7
DEL_001912,ORD_001912,2025-08-20,VEH_041,DRV_094,CUST_0432,DEPOT_003,16.97,530,2025-08-20 06:39:00,2025-08-20 06:41:00,2025-08-20 07:29:00,2025-08-20 08:05:35.445876,2025-08-20 08:22:35.445876,21,68.6,13,4,False,0,delivered,normal,135.75,1.35,clear,Wednesday,6
DEL_001914,ORD_001914,2025-11-11,VEH_042,DRV_006,CUST_0130,DEPOT_004,13.87,499,2025-11-11 06:17:00,2025-11-11 06:07:00,2025-11-11 06:58:00,2025-11-11 07:30:43.718024,2025-11-11 07:52:43.718024,14,57.7,12,10,False,0,delivered,urgent,110.98,1.39,cloudy,Tuesday,6
DEL_001915,ORD_001915,2025-12-02,VEH_043,DRV_017,CUST_0423,DEPOT_001,8.26,610,2025-12-02 08:00:00,2025-12-02 08:07:00,2025-12-02 08:24:00,2025-12-02 09:07:09.478761,2025-12-02 09:18:09.478761,29,42.2,0,11,False,0,delivered,high,66.05,1.7,rain,Tuesday,8
DEL_001917,ORD_001917,2025-07-29,VEH_009,DRV_024,CUST_0012,DEPOT_005,25.26,376,2025-07-29 07:16:00,2025-07-29 07:22:00,2025-07-29 08:31:00,2025-07-29 09:37:00.380896,2025-07-29 09:50:00.380896,49,99.0,1,12,False,0,delivered,high,202.08,1.31,rain,Tuesday,7
DEL_001918,ORD_001918,2025-08-17,VEH_040,DRV_011,CUST_0094,DEPOT_004,15.07,646,2025-08-17 06:20:00,2025-08-17 06:36:00,2025-08-17 07:05:00,2025-08-17 07:17:27.700315,2025-08-17 07:55:27.700315,14,41.5,13,25,False,0,delivered,normal,120.57,0.92,cloudy,Sunday,6
DEL_001919,ORD_001919,2025-10-16,VEH_047,DRV_045,CUST_0067,DEPOT_003,19.77,1456,2025-10-16 08:05:00,2025-10-16 08:13:00,2025-10-16 09:04:00,2025-10-16 10:14:34.050413,2025-10-16 10:32:34.050413,23,111.6,8,10,False,0,delivered,normal,237.3,1.88,rain,Thursday,8
DEL_001920,ORD_001920,2025-08-12,VEH_038,DRV_095,CUST_0113,DEPOT_002,9.73,847,2025-08-12 08:07:00,2025-08-12 08:09:00,2025-08-12 08:36:00,2025-08-12 09:28:13.638463,2025-08-12 09:50:13.638463,41,48.2,9,13,False,0,delivered,high,116.72,1.65,rain,Tuesday,8
DEL_001922,ORD_001922,2025-07-20,VEH_035,DRV_041,CUST_0116,DEPOT_005,15.48,530,2025-07-20 09:36:00,2025-07-20 09:48:00,2025-07-20 10:22:00,2025-07-20 11:27:32.173581,2025-07-20 11:57:32.173581,42,69.5,13,17,False,0,delivered,urgent,123.87,1.5,clear,Sunday,9
DEL_001923,ORD_001923,2025-09-13,VEH_019,DRV_006,CUST_0036,DEPOT_004,17.97,7201,2025-09-13 07:16:00,2025-09-13 07:11:00,2025-09-13 08:09:00,2025-09-13 08:47:37.574227,2025-09-13 09:16:37.574227,16,75.6,12,17,False,0,cancelled,urgent,449.14,1.4,cloudy,Saturday,7
DEL_001924,ORD_001924,2026-01-30,VEH_016,DRV_083,CUST_0143,DEPOT_004,21.34,3624,2026-01-30 07:29:00,2026-01-30 07:47:00,2026-01-30 08:33:00,2026-01-30 09:38:04.299142,2026-01-30 09:53:04.299142,17,113.1,11,4,False,0,delivered,normal,384.21,1.77,rain,Friday,7
DEL_001925,ORD_001925,2025-11-13,VEH_040,DRV_098,CUST_0152,DEPOT_004,3.76,174,2025-11-13 09:27:00,2025-11-13 09:27:00,2025-11-13 09:38:00,2025-11-13 10:01:17.022796,2025-11-13 10:20:17.022796,12,18.3,4,15,False,0,delivered,normal,30.05,1.62,clear,Thursday,9
DEL_001927,ORD_001927,2026-01-27,VEH_015,DRV_021,CUST_0167,DEPOT_002,13.32,2132,2026-01-27 06:32:00,2026-01-27 06:30:00,2026-01-27 07:11:00,2026-01-27 07:39:31.160887,2026-01-27 08:00:31.160887,31,34.5,9,12,False,0,delivered,normal,239.72,0.86,clear,Tuesday,6
DEL_001928,ORD_001928,2025-07-24,VEH_012,DRV_081,CUST_0418,DEPOT_002,3.96,3231,2025-07-24 07:22:00,2025-07-24 07:16:00,2025-07-24 07:33:00,2025-07-24 08:13:15.608446,2025-07-24 08:44:15.608446,42,18.3,8,23,False,0,delivered,normal,98.99,1.54,clear,Thursday,7
DEL_001930,ORD_001930,2025-10-17,VEH_030,DRV_042,CUST_0191,DEPOT_001,20.23,1175,2025-10-17 06:15:00,2025-10-17 06:32:00,2025-10-17 07:15:00,2025-10-17 08:01:25.569677,2025-10-17 08:17:25.569677,30,81.4,9,7,False,0,delivered,high,505.74,1.34,rain,Friday,6
DEL_001932,ORD_001932,2025-07-16,VEH_048,DRV_045,CUST_0217,DEPOT_003,28.4,652,2025-07-16 08:48:00,2025-07-16 09:07:00,2025-07-16 10:13:00,2025-07-16 11:50:31.558272,2025-07-16 12:25:31.558272,16,164.5,14,21,False,0,delivered,high,227.17,1.93,cloudy,Wednesday,8
DEL_001934,ORD_001934,2025-07-22,VEH_036,DRV_097,CUST_0329,DEPOT_003,17.34,457,2025-07-22 07:12:00,2025-07-22 07:28:00,2025-07-22 08:04:00,2025-07-22 08:54:52.648074,2025-07-22 09:11:52.648074,25,84.9,8,9,False,0,delivered,high,138.74,1.63,rain,Tuesday,7
DEL_001935,ORD_001935,2025-11-25,VEH_026,DRV_022,CUST_0190,DEPOT_002,15.35,1672,2025-11-25 06:16:00,2025-11-25 06:09:00,2025-11-25 07:02:00,2025-11-25 07:54:40.450221,2025-11-25 08:24:40.450221,34,65.7,4,26,False,0,delivered,urgent,276.23,1.43,clear,Tuesday,6
DEL_001937,ORD_001937,2025-10-15,VEH_023,DRV_077,CUST_0473,DEPOT_003,13.13,220,2025-10-15 07:58:00,2025-10-15 08:17:00,2025-10-15 08:37:00,2025-10-15 08:57:12.616228,2025-10-15 09:15:12.616228,26,41.2,8,10,False,0,delivered,normal,105.02,1.05,clear,Wednesday,7
DEL_001938,ORD_001938,2026-01-07,VEH_011,DRV_094,CUST_0094,DEPOT_003,19.97,491,2026-01-07 07:48:00,2026-01-07 07:58:00,2026-01-07 08:47:00,2026-01-07 09:22:59.680925,2026-01-07 09:54:59.680925,24,77.0,8,24,False,0,delivered,high,159.78,1.29,clear,Wednesday,7
DEL_001939,ORD_001939,2025-11-21,VEH_025,DRV_098,CUST_0078,DEPOT_004,23.17,391,2025-11-21 09:02:00,2025-11-21 09:05:00,2025-11-21 10:11:00,2025-11-21 10:50:55.347084,2025-11-21 11:09:55.347084,19,92.9,9,10,False,0,delivered,normal,185.39,1.34,rain,Friday,9
DEL_001940,ORD_001940,2025-12-22,VEH_023,DRV_015,CUST_0128,DEPOT_003,10.71,72,2025-12-22 07:11:00,2025-12-22 07:03:00,2025-12-22 07:43:00,2025-12-22 08:14:43.211018,2025-12-22 08:34:43.211018,21,45.7,6,14,False,0,delivered,high,85.67,1.42,cloudy,Monday,7
DEL_001941,ORD_001941,2025-09-29,VEH_047,DRV_087,CUST_0034,DEPOT_003,8.55,310,2025-09-29 06:55:00,2025-09-29 07:12:00,2025-09-29 07:20:00,2025-09-29 07:36:07.048003,2025-09-29 07:47:07.048003,17,23.1,9,2,False,0,delivered,urgent,102.63,0.9,clear,Monday,6
DEL_001942,ORD_001942,2025-11-03,VEH_027,DRV_041,CUST_0039,DEPOT_005,7.64,153,2025-11-03 08:44:00,2025-11-03 08:34:00,2025-11-03 09:06:00,2025-11-03 10:06:21.446488,2025-11-03 10:25:21.446488,45,40.4,5,14,False,0,delivered,urgent,61.13,1.76,clear,Monday,8
DEL_001943,ORD_001943,2025-09-04,VEH_024,DRV_076,CUST_0329,DEPOT_002,17.36,1766,2025-09-04 06:58:00,2025-09-04 07:14:00,2025-09-04 07:50:00,2025-09-04 08:26:16.564697,2025-09-04 08:31:16.564697,31,55.3,4,1,False,0,delivered,urgent,312.5,1.06,rain,Thursday,6
DEL_001944,ORD_001944,2025-10-07,VEH_011,DRV_087,CUST_0055,DEPOT_003,21.4,620,2025-10-07 06:07:00,2025-10-07 06:02:00,2025-10-07 07:11:00,2025-10-07 07:39:56.363768,2025-10-07 07:58:56.363768,27,74.9,11,8,False,0,failed,normal,171.23,1.17,clear,Tuesday,6
DEL_001945,ORD_001945,2025-09-18,VEH_032,DRV_022,CUST_0317,DEPOT_002,19.71,1092,2025-09-18 07:36:00,2025-09-18 07:55:00,2025-09-18 08:35:00,2025-09-18 09:41:48.805861,2025-09-18 09:50:48.805861,42,92.8,6,3,False,0,delivered,high,236.55,1.57,cloudy,Thursday,7
DEL_001948,ORD_001948,2025-08-05,VEH_026,DRV_063,CUST_0403,DEPOT_002,11.62,1503,2025-08-05 07:15:00,2025-08-05 07:26:00,2025-08-05 07:49:00,2025-08-05 08:27:15.498688,2025-08-05 08:44:15.498688,40,39.3,6,11,False,0,delivered,high,209.12,1.13,clear,Tuesday,7
DEL_001950,ORD_001950,2025-08-23,VEH_033,DRV_097,CUST_0465,DEPOT_003,26.81,282,2025-08-23 07:45:00,2025-08-23 07:40:00,2025-08-23 09:05:00,2025-08-23 10:00:04.407661,2025-08-23 10:30:04.407661,17,117.1,10,20,False,0,delivered,high,214.51,1.46,rain,Saturday,7
DEL_001951,ORD_001951,2025-11-07,VEH_003,DRV_099,CUST_0308,DEPOT_004,9.56,1571,2025-11-07 09:19:00,2025-11-07 09:22:00,2025-11-07 09:47:00,2025-11-07 10:27:32.381213,2025-11-07 10:37:32.381213,13,52.5,1,9,False,0,delivered,urgent,114.68,1.83,cloudy,Friday,9
DEL_001953,ORD_001953,2025-08-22,VEH_012,DRV_074,CUST_0371,DEPOT_002,12.31,2734,2025-08-22 07:43:00,2025-08-22 07:51:00,2025-08-22 08:19:00,2025-08-22 09:26:18.001920,2025-08-22 09:54:18.001920,29,70.3,7,21,False,0,failed,high,307.87,1.9,cloudy,Friday,7
DEL_001954,ORD_001954,2025-08-23,VEH_050,DRV_004,CUST_0459,DEPOT_002,4.48,562,2025-08-23 07:39:00,2025-08-23 07:44:00,2025-08-23 07:52:00,2025-08-23 08:34:10.714514,2025-08-23 08:48:10.714514,37,22.2,12,2,False,0,delivered,normal,35.86,1.65,clear,Saturday,7
DEL_001955,ORD_001955,2026-01-26,VEH_009,DRV_013,CUST_0059,DEPOT_005,13.21,324,2026-01-26 08:10:00,2026-01-26 08:28:00,2026-01-26 08:49:00,2026-01-26 09:39:09.637178,2026-01-26 09:53:09.637178,41,47.2,0,14,False,0,delivered,normal,105.65,1.19,cloudy,Monday,8
DEL_001956,ORD_001956,2025-08-08,VEH_014,DRV_081,CUST_0081,DEPOT_002,19.73,1445,2025-08-08 07:33:00,2025-08-08 07:42:00,2025-08-08 08:32:00,2025-08-08 09:26:59.919065,2025-08-08 09:38:59.919065,30,81.0,5,7,False,0,delivered,urgent,236.73,1.37,cloudy,Friday,7
DEL_001957,ORD_001957,2025-07-17,VEH_045,DRV_015,CUST_0196,DEPOT_003,14.15,2988,2025-07-17 07:25:00,2025-07-17 07:36:00,2025-07-17 08:07:00,2025-07-17 09:01:24.455429,2025-07-17 09:17:24.455429,18,78.4,4,12,False,0,delivered,normal,254.72,1.85,cloudy,Thursday,7
DEL_001958,ORD_001958,2026-01-30,VEH_001,DRV_070,CUST_0254,DEPOT_005,11.68,717,2026-01-30 08:39:00,2026-01-30 08:37:00,2026-01-30 09:14:00,2026-01-30 09:58:05.641934,2026-01-30 10:00:05.641934,45,37.1,1,1,False,0,delivered,urgent,140.11,1.06,cloudy,Friday,8
DEL_001960,ORD_001960,2025-08-21,VEH_041,DRV_092,CUST_0431,DEPOT_003,26.75,77,2025-08-21 07:35:00,2025-08-21 07:33:00,2025-08-21 08:55:00,2025-08-21 09:27:18.666248,2025-08-21 09:44:18.666248,18,94.3,6,11,False,0,delivered,urgent,214.02,1.18,rain,Thursday,7
DEL_001961,ORD_001961,2025-11-04,VEH_002,DRV_015,CUST_0041,DEPOT_003,27.34,96,2025-11-04 08:47:00,2025-11-04 09:00:00,2025-11-04 10:09:00,2025-11-04 11:36:10.619761,2025-11-04 12:04:10.619761,13,151.2,10,18,False,0,delivered,high,328.04,1.84,clear,Tuesday,8
DEL_001962,ORD_001962,2025-11-13,VEH_005,DRV_061,CUST_0232,DEPOT_001,11.0,685,2025-11-13 09:36:00,2025-11-13 09:34:00,2025-11-13 10:08:00,2025-11-13 10:37:44.523926,2025-11-13 11:02:44.523926,28,36.7,8,17,False,0,delivered,normal,87.97,1.11,cloudy,Thursday,9
DEL_001963,ORD_001963,2025-12-23,VEH_014,DRV_037,CUST_0199,DEPOT_002,6.56,59,2025-12-23 08:50:00,2025-12-23 09:03:00,2025-12-23 09:09:00,2025-12-23 09:59:29.547208,2025-12-23 10:30:29.547208,41,36.5,11,20,False,0,delivered,normal,78.77,1.85,rain,Tuesday,8
DEL_001964,ORD_001964,2025-08-27,VEH_025,DRV_030,CUST_0301,DEPOT_004,21.91,524,2025-08-27 07:38:00,2025-08-27 07:29:00,2025-08-27 08:43:00,2025-08-27 09:39:47.330585,2025-08-27 09:56:47.330585,21,105.8,2,15,False,0,delivered,high,175.24,1.61,cloudy,Wednesday,7
DEL_001965,ORD_001965,2025-12-30,VEH_010,DRV_035,CUST_0285,DEPOT_004,8.18,519,2025-12-30 07:35:00,2025-12-30 07:51:00,2025-12-30 07:59:00,2025-12-30 08:37:16.952169,2025-12-30 08:57:16.952169,20,46.3,11,9,False,0,delivered,urgent,65.44,1.89,rain,Tuesday,7
